temperature,vibration,pressure,rpm,failure
87.84379950834717,3.33955687190495,123.10479277005933,1878.256658497779,1
78.2997302503358,2.6913162947520397,109.61769269508079,2179.848247649891,0
95.3159819824778,3.7172702225716985,127.75897548991465,2458.526143390144,1
96.42482253609543,6.423241154488913,125.47250443067387,2816.197424507667,1
91.54133824893727,1.3452988777019488,117.69547098278186,2286.931652429062,0
81.497897127323,1.5852804096188307,117.74012650488712,2060.2869417185743,0
83.71104743585313,3.553424436569813,129.23178305622918,2800.522617708013,0
73.07636069308987,3.498742427614916,128.4988864622089,1965.3696370314158,0
78.83194021039768,0.9174406695538355,105.7773981778983,1619.1355494488646,0
86.34498227173624,2.2004980499919546,138.16420571361442,2167.56316126536,0
72.01301385963359,6.210187927329228,131.42758698416145,2677.639959746988,0
79.9146207040135,1.0046625973124086,117.18461389842619,1546.1712476302846,0
95.61380049097673,1.5097742621752561,112.08750470232432,2378.823367484388,0
80.91945149058282,1.1969605945082105,131.104459441893,2391.696072790854,0
89.23539834841262,0.8524670685080609,124.96400996978696,2892.8126451410726,0
85.96551718538653,9.436220998206041,127.16407391299043,1929.6972257175328,1
79.84617394445169,2.5715547004335795,125.70854564115102,1918.2549198160443,0
80.91465938803857,0.5234275333289093,132.1454744200496,2160.7254770095174,0
83.16805673209159,0.8977875571782958,128.55936458700074,2035.3723522072728,0
67.64284258031732,1.270625221037819,114.66122784326474,2604.51879403399,0
88.62882360612853,1.7099740962985375,114.07541124216576,2462.6281156973246,0
81.17133947462109,4.165211927838151,123.55951214844326,2638.3815568593996,0
88.87342014288224,2.9572233367237653,142.89746384473335,2730.0626867980336,0
84.7174042948637,2.520364939651299,118.50213782879898,2884.4716991012215,0
80.86208267767451,0.6507840621707348,123.63122016185447,2146.4050976769713,0
83.38284039635104,3.682280765523992,128.94594866961506,2977.0460842073244,0
83.4063765612989,0.6086944514597362,115.80789660314313,1823.491220105479,0
92.33333069810863,2.148901861947193,127.97484115132167,2571.547742920993,0
82.4385814494506,3.1077582742608416,120.13978623619685,2301.0139759607837,0
84.01715855349461,3.1883732616806406,132.49896502545985,2725.3508920273252,0
73.16677152091258,2.811592864649621,110.5541230923168,2215.155780909639,0
81.67069586191063,2.9020192544602685,143.1388727342603,2675.9079530436466,0
92.18017071257543,2.7268245618997913,116.87508652160366,2895.253071971517,0
85.00174704208504,0.756150407664692,125.21465363701863,2598.441399210131,0
74.43291551166207,0.7179090881063994,120.04881240618592,2664.1414293274865,0
75.18320164864257,4.469658401539819,109.21348007548916,1600.7631468987843,0
76.80953200812533,4.515147354786334,128.33255632598753,1807.436493348421,0
88.99741730515439,0.9922765148747885,117.3568770832375,2961.455610755391,0
